1101	47	36	75	8	22	11	15	12	1	25	5	18
1101	61	56	74	7	21	12	14	8	3	27	5	28
1101	51	41	79	10	24	17	17	2	0	23	7	19
1101	43	33	61	7	19	14	14	7	0	23	8	11
1101	53	50	69	6	23	15	18	7	2	24	10	11
1101	54	61	82	8	25	16	14	7	0	29	11	18
1101	38	36	86	14	29	11	15	7	3	22	9	18
1101	58	59	92	7	22	17	9	6	0	34	16	11
1101	61	50	89	5	13	20	6	8	2	34	7	8
1101	45	47	76	9	29	8	17	9	5	23	7	19
1101	38	44	84	9	26	9	16	7	3	21	4	16
1101	41	32	83	16	27	16	12	9	2	26	6	29
1101	52	23	80	7	20	13	9	7	2	28	3	16
1101	52	41	52	5	27	18	10	11	1	28	9	15
1101	49	45	70	7	24	15	11	9	5	28	9	14
1101	47	35	81	9	24	15	17	7	2	22	6	21
1101	54	42	85	7	21	16	9	8	1	27	8	29
1101	51	42	70	7	25	15	17	8	2	28	10	21
1101	35	28	75	11	22	9	10	3	1	22	7	24
1101	35	25	58	11	17	7	18	2	1	14	4	15
1101	31	48	0	6	17	9	16	6	0	17	10	0
1101	26	13	83	10	20	6	19	3	0	14	3	10
1101	38	45	68	11	26	13	13	4	2	19	9	17
1101	43	38	71	3	18	11	11	3	3	23	9	10
1101	33	16	73	9	14	8	7	7	3	18	3	8
1101	44	30	72	7	26	20	11	7	1	28	7	18
1101	33	37	69	11	34	8	7	7	0	23	7	24
1101	40	50	89	8	15	5	14	3	3	19	5	16
1101	42	36	70	8	22	6	22	9	2	18	5	16
1101	42	31	71	7	16	7	18	6	1	16	4	15
1101	32	33	74	11	20	5	21	6	5	14	3	17
1101	38	52	88	12	16	11	20	8	0	20	12	14
1101	55	50	77	3	16	14	16	5	0	21	10	17
1101	47	53	76	6	19	9	14	6	0	22	8	16
1101	44	41	76	3	26	8	12	4	1	17	7	19
1101	56	50	87	4	20	17	17	4	2	30	11	20
1101	38	32	91	12	20	14	20	8	2	20	6	10
1101	27	23	57	13	17	12	13	9	2	15	5	4
1101	40	43	78	11	19	11	11	6	1	25	6	25
1101	36	44	85	7	14	10	12	10	3	19	7	11
1101	33	26	88	17	23	14	10	4	2	22	8	7
1101	25	27	83	8	9	7	10	10	0	14	6	10
1101	20	32	83	11	11	4	9	4	0	11	6	5
1101	53	41	63	4	19	11	11	4	2	31	9	10
1101	39	50	82	8	17	15	11	4	2	21	8	14
1101	32	35	63	7	32	9	12	6	1	17	7	15
1101	49	25	62	5	15	12	14	7	4	22	4	13
1101	53	50	43	4	18	17	12	3	1	23	8	9
1101	49	45	53	6	21	14	12	6	0	28	10	8
1101	41	25	75	11	15	9	14	9	0	24	4	9
1101	34	35	75	10	21	10	11	4	2	20	9	3
1101	38	50	80	14	18	11	21	5	5	18	9	16
1101	46	41	50	5	22	12	18	2	1	18	7	6
1101	44	40	75	7	20	9	19	6	0	18	6	12
1101	35	33	71	3	20	9	14	6	0	17	5	5
1101	39	43	69	9	16	13	12	9	0	20	6	9
1101	31	20	92	7	23	6	7	5	0	19	3	11
1101	19	10	78	7	25	7	13	3	0	9	2	7
1101	29	26	69	11	23	9	20	7	1	15	5	22
1101	47	47	83	8	25	23	10	5	3	33	14	20
1101	31	14	74	15	20	8	9	7	4	20	3	14
1101	48	53	79	4	25	12	12	3	4	24	8	19
1101	47	33	82	4	21	5	20	8	4	22	5	14
1101	40	21	57	9	23	7	9	3	1	22	4	8
1101	45	21	65	9	23	11	13	6	4	24	4	17
1101	45	44	65	7	16	14	8	6	2	26	7	11
1101	39	31	76	10	20	9	15	13	1	22	5	13
1101	51	24	44	8	11	15	15	4	2	25	4	8
1101	39	45	68	6	17	14	15	8	1	18	9	15
1101	33	26	65	4	25	13	9	6	1	17	6	11
1101	42	44	56	13	14	14	18	5	3	22	7	9
1101	45	43	71	7	21	16	14	3	1	22	12	15
1101	49	50	65	6	23	14	9	5	3	27	6	11
1101	46	43	89	5	24	10	17	5	1	21	9	8
1101	47	33	53	8	30	14	14	6	4	27	8	8
1101	45	35	50	11	24	15	17	7	3	25	7	12
1102	53	67	65	10	30	11	18	8	4	26	10	17
1102	42	43	77	11	20	16	15	5	6	19	9	20
1102	54	48	79	6	23	20	7	4	2	26	11	31
1102	29	22	80	15	31	12	15	12	4	18	6	20
1102	51	38	79	8	22	14	14	4	3	24	6	19
1102	52	44	68	8	24	14	10	4	1	27	8	13
1102	57	46	79	6	28	19	23	7	5	25	12	15
1102	33	32	60	13	20	13	13	8	6	19	7	6
1102	38	23	70	8	29	6	15	5	1	17	5	16
1102	42	25	65	11	29	12	12	4	2	22	5	15
1102	56	45	79	12	22	17	18	3	2	24	9	11
1102	38	21	56	23	24	13	9	7	3	20	5	14
1102	54	36	82	9	22	21	13	6	4	27	9	14
1102	60	52	71	10	21	19	14	9	0	26	11	17
1102	49	43	67	1	30	17	10	1	8	22	10	12
1102	61	47	50	5	27	23	11	6	1	33	8	4
1102	42	44	84	9	24	13	10	6	1	19	7	21
1102	40	27	57	6	22	16	8	8	3	19	7	8
1102	57	50	88	6	26	18	9	7	2	28	10	7
1102	42	48	67	11	16	24	5	7	1	25	12	14
1102	53	50	70	7	22	18	14	5	3	23	6	23
1102	48	38	75	7	18	16	11	9	1	24	8	12
1102	59	25	59	5	29	19	13	8	3	29	3	19
1102	38	14	57	12	28	15	11	5	1	23	3	16
1102	38	25	85	17	30	16	14	12	3	25	3	11
1102	37	30	83	6	23	14	7	6	1	24	8	10
1102	55	31	64	10	37	25	12	6	1	32	4	29
1102	40	33	74	14	23	12	18	6	0	20	4	17
1102	50	42	65	5	25	14	15	3	2	24	8	11
1102	35	26	83	10	27	12	16	9	1	17	5	25
1102	52	31	67	6	23	11	10	8	1	23	4	20
1102	43	33	73	6	33	12	19	6	3	19	7	16
1102	40	42	79	12	28	11	13	4	3	24	8	23
1102	48	33	58	6	33	18	14	10	2	27	8	14
1102	43	23	63	7	26	9	17	8	0	23	5	12
1102	47	46	62	10	19	15	12	4	1	27	12	16
1102	47	31	62	5	19	9	15	3	4	20	4	16
1102	41	27	68	4	21	12	18	4	4	19	6	13
1102	47	39	88	13	20	23	15	3	3	29	9	7
1102	43	38	77	10	25	9	14	6	1	21	6	17
1102	52	35	69	6	24	10	14	4	3	28	7	9
1102	44	32	79	5	28	16	11	2	4	24	9	11
1102	45	39	80	8	18	17	16	2	1	21	9	8
1102	49	50	57	4	17	11	10	4	3	21	3	13
1102	29	17	67	13	28	13	11	7	2	18	6	14
1102	38	36	55	8	24	15	20	7	3	18	9	6
1102	42	26	67	6	11	15	9	8	7	21	6	8
1102	38	25	82	11	23	13	8	4	3	21	5	9
1102	37	20	47	14	17	14	8	5	3	22	5	7
1102	36	31	60	11	14	14	8	7	2	23	9	12
1102	35	26	78	7	21	10	17	7	2	19	7	7
1102	44	27	58	6	29	13	12	2	3	20	4	15
1102	50	32	67	15	17	14	18	8	6	31	6	10
1102	33	20	65	10	17	11	10	10	4	18	4	13
1102	49	44	89	8	18	9	18	12	4	23	8	8
1102	42	26	76	13	21	14	9	4	1	26	7	16
1102	44	9	77	7	27	5	17	6	3	19	1	10
1102	46	30	56	9	16	12	9	8	0	23	6	10
1102	48	46	58	8	22	25	5	5	1	30	16	11
1102	35	27	63	7	15	11	12	9	0	16	6	10
1102	42	41	55	12	21	13	10	6	2	22	9	6
1102	40	17	50	6	13	9	12	6	2	18	3	6
1102	55	33	86	8	17	17	13	4	1	28	6	6
1102	44	45	88	12	20	12	15	1	1	23	10	7
1102	41	25	29	5	18	9	14	4	0	17	4	4
1102	43	44	29	5	21	14	15	8	1	22	7	2
1102	40	19	43	11	22	10	7	7	1	25	4	6
1102	46	25	50	6	25	18	8	6	0	28	5	5
1102	55	33	71	7	19	14	16	5	1	26	4	12
1102	43	20	82	10	26	10	12	2	1	22	4	27
1102	42	45	44	12	19	15	12	8	4	26	10	8
1102	33	27	71	8	27	5	18	4	0	17	4	12
1102	47	60	50	10	28	11	13	9	2	29	6	16
1102	37	33	55	4	27	8	11	4	0	20	6	6
1102	37	25	59	9	31	12	17	4	2	19	5	20
1102	37	40	59	7	25	14	10	6	1	21	8	10
1102	43	31	67	5	15	16	9	7	2	24	4	12
1102	52	45	73	7	30	18	9	3	2	27	9	16
1102	41	39	59	4	28	13	17	4	2	19	7	10
1102	28	37	65	12	14	11	12	10	1	16	10	13
