1101	45	47	76	9	29	8	17	9	5	23	7	19
1101	38	44	84	9	26	9	16	7	3	21	4	16
1101	41	32	83	16	27	16	12	9	2	26	6	29
1101	52	23	80	7	20	13	9	7	2	28	3	16
1101	52	41	52	5	27	18	10	11	1	28	9	15
1101	49	45	70	7	24	15	11	9	5	28	9	14
1101	47	35	81	9	24	15	17	7	2	22	6	21
1101	54	42	85	7	21	16	9	8	1	27	8	29
1101	51	42	70	7	25	15	17	8	2	28	10	21
1101	29	26	69	11	23	9	20	7	1	15	5	22
1101	47	47	83	8	25	23	10	5	3	33	14	20
1101	31	14	74	15	20	8	9	7	4	20	3	14
1101	48	53	79	4	25	12	12	3	4	24	8	19
1101	47	33	82	4	21	5	20	8	4	22	5	14
1101	40	21	57	9	23	7	9	3	1	22	4	8
1101	45	21	65	9	23	11	13	6	4	24	4	17
1101	45	44	65	7	16	14	8	6	2	26	7	11
1101	39	31	76	10	20	9	15	13	1	22	5	13
1101	51	24	44	8	11	15	15	4	2	25	4	8
1101	39	45	68	6	17	14	15	8	1	18	9	15
1101	33	26	65	4	25	13	9	6	1	17	6	11
1101	42	44	56	13	14	14	18	5	3	22	7	9
1101	45	43	71	7	21	16	14	3	1	22	12	15
1101	49	50	65	6	23	14	9	5	3	27	6	11
1101	46	43	89	5	24	10	17	5	1	21	9	8
1101	47	33	53	8	30	14	14	6	4	27	8	8
1101	45	35	50	11	24	15	17	7	3	25	7	12
1102	59	25	59	5	29	19	13	8	3	29	3	19
1102	38	14	57	12	28	15	11	5	1	23	3	16
1102	38	25	85	17	30	16	14	12	3	25	3	11
1102	37	30	83	6	23	14	7	6	1	24	8	10
1102	55	31	64	10	37	25	12	6	1	32	4	29
1102	40	33	74	14	23	12	18	6	0	20	4	17
1102	50	42	65	5	25	14	15	3	2	24	8	11
1102	35	26	83	10	27	12	16	9	1	17	5	25
1102	52	31	67	6	23	11	10	8	1	23	4	20
1102	43	33	73	6	33	12	19	6	3	19	7	16
1102	40	42	79	12	28	11	13	4	3	24	8	23
1102	48	33	58	6	33	18	14	10	2	27	8	14
1102	43	20	82	10	26	10	12	2	1	22	4	27
1102	42	45	44	12	19	15	12	8	4	26	10	8
1102	33	27	71	8	27	5	18	4	0	17	4	12
1102	47	60	50	10	28	11	13	9	2	29	6	16
1102	37	33	55	4	27	8	11	4	0	20	6	6
1102	37	25	59	9	31	12	17	4	2	19	5	20
1102	37	40	59	7	25	14	10	6	1	21	8	10
1102	43	31	67	5	15	16	9	7	2	24	4	12
1102	52	45	73	7	30	18	9	3	2	27	9	16
1102	41	39	59	4	28	13	17	4	2	19	7	10
1102	28	37	65	12	14	11	12	10	1	16	10	13
1102	29	24	85	11	24	7	10	4	0	16	5	17
